impact_id,threat_id,asset_type,impact_type,min_value,likely_value,max_value,unit,confidence,source,last_updated
IA_T005_CLOUD_WORKLOAD_DATA_LOSS,T005,Cloud Workload,data_loss,660004.0,921892.0,1265698.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_CLOUD_WORKLOAD_REGULATORY,T005,Cloud Workload,regulatory,143258.0,227288.0,338150.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_CLOUD_WORKLOAD_REPUTATION,T005,Cloud Workload,reputation,288810.0,520044.0,1037936.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_NETWORK_DEVICE_RECOVERY,T005,Network Device,recovery,236045.0,440229.0,712172.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_NETWORK_DEVICE_DOWNTIME,T005,Network Device,downtime,2.0,4.0,8.0,hours,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_NETWORK_DEVICE_DATA_LOSS,T005,Network Device,data_loss,360806.0,727919.0,1198282.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_NETWORK_DEVICE_REGULATORY,T005,Network Device,regulatory,153804.0,249233.0,459975.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_NETWORK_DEVICE_REPUTATION,T005,Network Device,reputation,182222.0,350072.0,616177.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
I041,T005,Web Server,recovery,585628.0,830650.0,1450865.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
I042,T005,Web Server,downtime,4.0,6.0,10.0,hours,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
I043,T005,Web Server,data_loss,298179.0,647566.0,1107729.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
I044,T005,Web Server,regulatory,126428.0,195472.0,312169.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
I045,T005,Web Server,reputation,440666.0,694717.0,1310938.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_API_RECOVERY,T005,API,recovery,396581.0,700221.0,1300871.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_API_DOWNTIME,T005,API,downtime,2.0,3.0,5.0,hours,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_API_DATA_LOSS,T005,API,data_loss,295828.0,569960.0,1043665.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_API_REGULATORY,T005,API,regulatory,99565.0,197569.0,376830.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_API_REPUTATION,T005,API,reputation,652415.0,906895.0,1255968.0,INR,0.88,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_APPLICATION_RECOVERY,T005,Application,recovery,428636.0,670323.0,1140579.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_APPLICATION_DOWNTIME,T005,Application,downtime,4.0,6.0,12.0,hours,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_APPLICATION_DATA_LOSS,T005,Application,data_loss,529675.0,912646.0,1509444.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_APPLICATION_REGULATORY,T005,Application,regulatory,187491.0,340539.0,479553.0,INR,0.87,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_APPLICATION_REPUTATION,T005,Application,reputation,485671.0,670854.0,1331944.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_ENDPOINT_RECOVERY,T005,Endpoint,recovery,666531.0,1068903.0,1878371.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_ENDPOINT_DOWNTIME,T005,Endpoint,downtime,4.0,6.0,10.0,hours,0.95,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_ENDPOINT_DATA_LOSS,T005,Endpoint,data_loss,330677.0,612438.0,866947.0,INR,0.87,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_ENDPOINT_REGULATORY,T005,Endpoint,regulatory,116371.0,195786.0,358626.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T005_ENDPOINT_REPUTATION,T005,Endpoint,reputation,483573.0,652515.0,952135.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_IDENTITY_SERVER_RECOVERY,T006,Identity Server,recovery,626757.0,930839.0,1866954.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_IDENTITY_SERVER_DOWNTIME,T006,Identity Server,downtime,3.0,4.0,7.0,hours,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_IDENTITY_SERVER_DATA_LOSS,T006,Identity Server,data_loss,2048829.0,3296380.0,6716027.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_IDENTITY_SERVER_REGULATORY,T006,Identity Server,regulatory,1963581.0,3323793.0,5085302.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_IDENTITY_SERVER_REPUTATION,T006,Identity Server,reputation,1260753.0,1796554.0,2842015.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
I046,T006,Database,recovery,536663.0,844525.0,1712816.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
I047,T006,Database,downtime,3.0,4.0,7.0,hours,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
I048,T006,Database,data_loss,2773557.0,4287366.0,8478890.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
I049,T006,Database,regulatory,1550071.0,2777830.0,5671614.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
I050,T006,Database,reputation,1382943.0,2052031.0,3065714.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_CLOUD_WORKLOAD_RECOVERY,T006,Cloud Workload,recovery,684944.0,1074218.0,1853198.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_CLOUD_WORKLOAD_DOWNTIME,T006,Cloud Workload,downtime,2.0,4.0,8.0,hours,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_CLOUD_WORKLOAD_DATA_LOSS,T006,Cloud Workload,data_loss,2042064.0,3661849.0,6425250.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_CLOUD_WORKLOAD_REGULATORY,T006,Cloud Workload,regulatory,2185285.0,4329399.0,7009778.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_CLOUD_WORKLOAD_REPUTATION,T006,Cloud Workload,reputation,1926655.0,3541472.0,6731285.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_NETWORK_DEVICE_RECOVERY,T006,Network Device,recovery,283090.0,586957.0,985607.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_NETWORK_DEVICE_DOWNTIME,T006,Network Device,downtime,1.0,3.0,4.0,hours,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_NETWORK_DEVICE_DATA_LOSS,T006,Network Device,data_loss,2005870.0,3815780.0,5708274.0,INR,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_NETWORK_DEVICE_REGULATORY,T006,Network Device,regulatory,2326149.0,3207458.0,6189205.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_NETWORK_DEVICE_REPUTATION,T006,Network Device,reputation,1823626.0,2498006.0,3480978.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_WEB_SERVER_RECOVERY,T006,Web Server,recovery,499993.0,1010967.0,1695615.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_WEB_SERVER_DOWNTIME,T006,Web Server,downtime,1.0,2.0,3.0,hours,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_WEB_SERVER_DATA_LOSS,T006,Web Server,data_loss,4505129.0,7194742.0,10530690.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_WEB_SERVER_REGULATORY,T006,Web Server,regulatory,1640552.0,2565895.0,4894303.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_WEB_SERVER_REPUTATION,T006,Web Server,reputation,1992419.0,3457645.0,6490812.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_API_RECOVERY,T006,API,recovery,450240.0,653082.0,1154701.0,INR,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_API_DOWNTIME,T006,API,downtime,3.0,4.0,6.0,hours,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_API_DATA_LOSS,T006,API,data_loss,2182589.0,3955025.0,7629879.0,INR,0.66,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_API_REGULATORY,T006,API,regulatory,2239751.0,3652946.0,6458827.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_API_REPUTATION,T006,API,reputation,1870310.0,3017762.0,6231959.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_APPLICATION_RECOVERY,T006,Application,recovery,826409.0,1135557.0,1732714.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_APPLICATION_DOWNTIME,T006,Application,downtime,1.0,3.0,6.0,hours,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_APPLICATION_DATA_LOSS,T006,Application,data_loss,2503515.0,4308582.0,8702103.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_APPLICATION_REGULATORY,T006,Application,regulatory,1306371.0,2391149.0,4074603.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_APPLICATION_REPUTATION,T006,Application,reputation,2041124.0,3367467.0,4931308.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_ENDPOINT_RECOVERY,T006,Endpoint,recovery,416428.0,653976.0,1139554.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_ENDPOINT_DOWNTIME,T006,Endpoint,downtime,2.0,4.0,7.0,hours,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_ENDPOINT_DATA_LOSS,T006,Endpoint,data_loss,3569870.0,6113268.0,10129636.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_ENDPOINT_REGULATORY,T006,Endpoint,regulatory,3052136.0,4100561.0,8483733.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T006_ENDPOINT_REPUTATION,T006,Endpoint,reputation,1067781.0,1814734.0,2613697.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_IDENTITY_SERVER_RECOVERY,T007,Identity Server,recovery,471007.0,646524.0,1246392.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_IDENTITY_SERVER_DOWNTIME,T007,Identity Server,downtime,4.0,5.0,9.0,hours,0.65,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_IDENTITY_SERVER_DATA_LOSS,T007,Identity Server,data_loss,93155.0,132046.0,225138.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_IDENTITY_SERVER_REGULATORY,T007,Identity Server,regulatory,0.0,0.0,0.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_IDENTITY_SERVER_REPUTATION,T007,Identity Server,reputation,298272.0,484509.0,809698.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_DATABASE_RECOVERY,T007,Database,recovery,246773.0,500440.0,822022.0,INR,0.65,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_DATABASE_DOWNTIME,T007,Database,downtime,3.0,6.0,11.0,hours,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_DATABASE_DATA_LOSS,T007,Database,data_loss,43365.0,80908.0,137381.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_DATABASE_REGULATORY,T007,Database,regulatory,0.0,0.0,0.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_DATABASE_REPUTATION,T007,Database,reputation,398186.0,550579.0,826607.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_CLOUD_WORKLOAD_RECOVERY,T007,Cloud Workload,recovery,329758.0,510629.0,781811.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_CLOUD_WORKLOAD_DOWNTIME,T007,Cloud Workload,downtime,3.0,5.0,10.0,hours,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_CLOUD_WORKLOAD_DATA_LOSS,T007,Cloud Workload,data_loss,80835.0,128886.0,218881.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_CLOUD_WORKLOAD_REGULATORY,T007,Cloud Workload,regulatory,0.0,0.0,0.0,INR,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_CLOUD_WORKLOAD_REPUTATION,T007,Cloud Workload,reputation,194400.0,391582.0,574383.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_NETWORK_DEVICE_RECOVERY,T007,Network Device,recovery,167049.0,260682.0,545235.0,INR,0.66,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_NETWORK_DEVICE_DOWNTIME,T007,Network Device,downtime,1.0,2.0,3.0,hours,0.65,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_NETWORK_DEVICE_DATA_LOSS,T007,Network Device,data_loss,32435.0,51274.0,96657.0,INR,0.88,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_NETWORK_DEVICE_REGULATORY,T007,Network Device,regulatory,0.0,0.0,0.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_NETWORK_DEVICE_REPUTATION,T007,Network Device,reputation,292537.0,547210.0,1133416.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
I051,T007,Web Server,recovery,387312.0,653575.0,1266138.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
I052,T007,Web Server,downtime,3.0,4.0,8.0,hours,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
I053,T007,Web Server,data_loss,49637.0,77030.0,160379.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
I054,T007,Web Server,regulatory,0.0,0.0,0.0,INR,0.88,Synthetic prototype assumption — alternative dataset,2026-09-15
I055,T007,Web Server,reputation,273312.0,570293.0,1115922.0,INR,0.95,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_API_RECOVERY,T007,API,recovery,313943.0,560433.0,1163307.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_API_DOWNTIME,T007,API,downtime,2.0,5.0,7.0,hours,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_API_DATA_LOSS,T007,API,data_loss,40868.0,61871.0,107485.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_API_REGULATORY,T007,API,regulatory,0.0,0.0,0.0,INR,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_API_REPUTATION,T007,API,reputation,175526.0,306402.0,623088.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_APPLICATION_RECOVERY,T007,Application,recovery,383133.0,720756.0,1206216.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_APPLICATION_DOWNTIME,T007,Application,downtime,3.0,4.0,5.0,hours,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_APPLICATION_DATA_LOSS,T007,Application,data_loss,64918.0,131028.0,203084.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_APPLICATION_REGULATORY,T007,Application,regulatory,0.0,0.0,0.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_APPLICATION_REPUTATION,T007,Application,reputation,396167.0,577870.0,952188.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_ENDPOINT_RECOVERY,T007,Endpoint,recovery,391581.0,745848.0,1426971.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_ENDPOINT_DOWNTIME,T007,Endpoint,downtime,2.0,4.0,7.0,hours,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_ENDPOINT_DATA_LOSS,T007,Endpoint,data_loss,37273.0,67804.0,131043.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_ENDPOINT_REGULATORY,T007,Endpoint,regulatory,0.0,0.0,0.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T007_ENDPOINT_REPUTATION,T007,Endpoint,reputation,455425.0,718916.0,1024713.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_IDENTITY_SERVER_RECOVERY,T008,Identity Server,recovery,766759.0,1060052.0,1551716.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_IDENTITY_SERVER_DOWNTIME,T008,Identity Server,downtime,1.0,2.0,3.0,hours,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_IDENTITY_SERVER_DATA_LOSS,T008,Identity Server,data_loss,2007553.0,2799760.0,4260400.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_IDENTITY_SERVER_REGULATORY,T008,Identity Server,regulatory,493123.0,938770.0,1275546.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_IDENTITY_SERVER_REPUTATION,T008,Identity Server,reputation,696965.0,1254567.0,2358036.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
I056,T008,Database,recovery,406728.0,800514.0,1617415.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
I057,T008,Database,downtime,2.0,3.0,5.0,hours,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
I058,T008,Database,data_loss,1587150.0,2199470.0,3177588.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
I059,T008,Database,regulatory,1355217.0,1964454.0,2988403.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
I060,T008,Database,reputation,1227886.0,1671458.0,2331579.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_CLOUD_WORKLOAD_RECOVERY,T008,Cloud Workload,recovery,490107.0,741873.0,1308885.0,INR,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_CLOUD_WORKLOAD_DOWNTIME,T008,Cloud Workload,downtime,1.0,2.0,3.0,hours,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_CLOUD_WORKLOAD_DATA_LOSS,T008,Cloud Workload,data_loss,1221224.0,2667160.0,5577949.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_CLOUD_WORKLOAD_REGULATORY,T008,Cloud Workload,regulatory,1031404.0,1665208.0,2307338.0,INR,0.65,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_CLOUD_WORKLOAD_REPUTATION,T008,Cloud Workload,reputation,569464.0,1219454.0,1995109.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_NETWORK_DEVICE_RECOVERY,T008,Network Device,recovery,473780.0,821187.0,1156830.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_NETWORK_DEVICE_DOWNTIME,T008,Network Device,downtime,1.0,1.0,2.0,hours,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_NETWORK_DEVICE_DATA_LOSS,T008,Network Device,data_loss,2217986.0,3018407.0,6220690.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_NETWORK_DEVICE_REGULATORY,T008,Network Device,regulatory,340225.0,746154.0,1504555.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_NETWORK_DEVICE_REPUTATION,T008,Network Device,reputation,548622.0,839304.0,1240241.0,INR,0.87,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_WEB_SERVER_RECOVERY,T008,Web Server,recovery,734389.0,1140856.0,1570474.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_WEB_SERVER_DOWNTIME,T008,Web Server,downtime,2.0,3.0,4.0,hours,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_WEB_SERVER_DATA_LOSS,T008,Web Server,data_loss,1823115.0,3954683.0,5811503.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_WEB_SERVER_REGULATORY,T008,Web Server,regulatory,1038883.0,2101555.0,3656617.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_WEB_SERVER_REPUTATION,T008,Web Server,reputation,1052421.0,1779100.0,2624439.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_API_RECOVERY,T008,API,recovery,435816.0,593856.0,1185674.0,INR,0.65,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_API_DOWNTIME,T008,API,downtime,1.0,2.0,3.0,hours,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_API_DATA_LOSS,T008,API,data_loss,1413807.0,2760144.0,4840092.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_API_REGULATORY,T008,API,regulatory,1132169.0,1594608.0,3313803.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_API_REPUTATION,T008,API,reputation,516089.0,1019227.0,1488123.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_APPLICATION_RECOVERY,T008,Application,recovery,526768.0,778146.0,1284752.0,INR,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_APPLICATION_DOWNTIME,T008,Application,downtime,1.0,2.0,4.0,hours,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_APPLICATION_DATA_LOSS,T008,Application,data_loss,2673091.0,3770258.0,7308332.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_APPLICATION_REGULATORY,T008,Application,regulatory,743308.0,1161223.0,1952006.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_APPLICATION_REPUTATION,T008,Application,reputation,902340.0,1750845.0,2466004.0,INR,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_ENDPOINT_RECOVERY,T008,Endpoint,recovery,348189.0,682481.0,1386512.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_ENDPOINT_DOWNTIME,T008,Endpoint,downtime,2.0,3.0,4.0,hours,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_ENDPOINT_DATA_LOSS,T008,Endpoint,data_loss,2615278.0,3645452.0,7287820.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_ENDPOINT_REGULATORY,T008,Endpoint,regulatory,1083384.0,2145489.0,3061340.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T008_ENDPOINT_REPUTATION,T008,Endpoint,reputation,1257678.0,2071177.0,2827507.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_IDENTITY_SERVER_RECOVERY,T009,Identity Server,recovery,566224.0,762855.0,1169158.0,INR,0.66,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_IDENTITY_SERVER_DOWNTIME,T009,Identity Server,downtime,4.0,7.0,12.0,hours,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_IDENTITY_SERVER_DATA_LOSS,T009,Identity Server,data_loss,906511.0,1293962.0,1817877.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_IDENTITY_SERVER_REGULATORY,T009,Identity Server,regulatory,430099.0,586172.0,869267.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_IDENTITY_SERVER_REPUTATION,T009,Identity Server,reputation,556045.0,958797.0,1824146.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_DATABASE_RECOVERY,T009,Database,recovery,935422.0,1315767.0,2173975.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_DATABASE_DOWNTIME,T009,Database,downtime,4.0,7.0,13.0,hours,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_DATABASE_DATA_LOSS,T009,Database,data_loss,552879.0,1191177.0,2216089.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_DATABASE_REGULATORY,T009,Database,regulatory,386309.0,607556.0,1244048.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_DATABASE_REPUTATION,T009,Database,reputation,355868.0,701400.0,1029115.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_CLOUD_WORKLOAD_RECOVERY,T009,Cloud Workload,recovery,746422.0,1139632.0,2326034.0,INR,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_CLOUD_WORKLOAD_DOWNTIME,T009,Cloud Workload,downtime,3.0,5.0,10.0,hours,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_CLOUD_WORKLOAD_DATA_LOSS,T009,Cloud Workload,data_loss,682361.0,1128238.0,2278531.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_CLOUD_WORKLOAD_REGULATORY,T009,Cloud Workload,regulatory,264462.0,499569.0,858981.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_CLOUD_WORKLOAD_REPUTATION,T009,Cloud Workload,reputation,329078.0,676031.0,1119784.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_NETWORK_DEVICE_RECOVERY,T009,Network Device,recovery,528641.0,1098559.0,1666671.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_NETWORK_DEVICE_DOWNTIME,T009,Network Device,downtime,2.0,4.0,7.0,hours,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_NETWORK_DEVICE_DATA_LOSS,T009,Network Device,data_loss,435197.0,695795.0,1100452.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_NETWORK_DEVICE_REGULATORY,T009,Network Device,regulatory,226406.0,318897.0,577854.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_NETWORK_DEVICE_REPUTATION,T009,Network Device,reputation,603312.0,1042004.0,1991862.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_WEB_SERVER_RECOVERY,T009,Web Server,recovery,981982.0,1477223.0,2217608.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_WEB_SERVER_DOWNTIME,T009,Web Server,downtime,3.0,6.0,12.0,hours,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_WEB_SERVER_DATA_LOSS,T009,Web Server,data_loss,616120.0,1017130.0,1799830.0,INR,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_WEB_SERVER_REGULATORY,T009,Web Server,regulatory,249917.0,414231.0,657897.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
